doc ID,topic pairs
10.1107/S1600536807042845,"[(1, 0.3374258301822606), (16, 0.3164218708076102), (57, 0.26637420988737637)]"
10.1107/S1600536807043590,"[(0, 0.9302673008540081)]"
10.1107/S1600536807043760,"[(0, 0.6904568029884566), (7, 0.24962480098526746)]"
10.1107/S1600536807044108,"[(42, 0.88979759588114)]"
10.1107/S1600536807043127,"[(18, 0.8904129045874805)]"
10.1107/S160053680704398X,"[(12, 0.39935905797533966), (17, 0.32438404274017235), (19, 0.18055732619063944)]"
10.1107/S1600536807044315,"[(7, 0.9636134611712392)]"
10.1107/S1600536807044224,"[(7, 0.94220961480138)]"
10.1107/S1600536812035519,"[(56, 0.9774738518038676)]"
10.1107/S1600536807044595,"[(25, 0.6397959126610012), (1, 0.2915269977678201)]"
10.1107/S1600536812035854,"[(1, 0.49218265810658807), (54, 0.4512331888769957)]"
10.1107/S1600536807045515,"[(0, 0.6795553474594466), (17, 0.24662645990793633)]"
10.1107/S1600536807045710,"[(24, 0.8021129617462851)]"
10.1107/S1600536812036409,"[(4, 0.9245495501378694)]"
10.1107/S1600536807046430,"[(38, 0.6808087664825584), (41, 0.2295807735719213)]"
10.1107/S1600536812036586,"[(17, 0.9606648513527941)]"
10.1107/S1600536807046612,"[(1, 0.9750104700717926)]"
10.1107/S1600536807046764,"[(127, 0.956716346144151)]"
10.1107/S1399004714005318,"[(32, 0.9797338912952143)]"
10.1107/S0108270104031713,"[(0, 0.6345566846021957), (3, 0.28536907027739533)]"
10.1107/S0021889807034115,"[(107, 0.4513366274812099), (55, 0.30994287717845), (13, 0.20612970256165666)]"
10.1107/S0909049511017535,"[(102, 0.9415155130767788)]"
10.1107/S002188980703854X,"[(54, 0.9451478369956132)]"
10.1107/S0108270108016454,"[(80, 0.9644395444137027)]"
10.1107/S0907444907006592,"[(120, 0.9697904754623142)]"
10.1107/S010876738900824X,"[(136, 0.9501296480240686)]"
10.1107/S0108270108017502,"[(36, 0.9548957757108713)]"
10.1107/S174430910702163X,"[(82, 0.5360108650013101), (42, 0.23246573993810488), (123, 0.1952506706414496)]"
10.1107/S0907444903011156,"[(7, 0.9482928132333367)]"
10.1107/S0021889809023589,"[(134, 0.5566061245449524), (52, 0.4091345992686436)]"
10.1107/S0021889813027453,"[(122, 0.9730848618965935)]"
10.1107/S0108270104000186,"[(16, 0.572371161099822), (114, 0.20607225577383706), (93, 0.16712975234606706)]"
10.1107/S0907444999010689,"[(8, 0.9671769087958084)]"
10.1107/S0108270104028574,"[(52, 0.5243023730399456), (7, 0.4242588870498085)]"
10.1107/S2056989016002620,"[(6, 0.9746624325794824)]"
10.1107/S1600536811042632,"[(3, 0.9452981581443872)]"
10.1107/S0021889813023728,"[(84, 0.9792762090074095)]"
10.1107/S1744309108013602,"[(11, 0.9710532023846924)]"
10.1107/S1600536811042620,"[(4, 0.6399778076564697), (0, 0.31651692921033614)]"
10.1107/S1600536811044357,"[(17, 0.8595173262599805)]"
10.1107/S1600536811044412,"[(0, 0.6317899032639471), (4, 0.3226332569145489)]"
10.1107/S160053681104414X,"[(123, 0.9447033988010038)]"
10.1107/S1600536811041869,"[(3, 0.9104878951453612)]"
10.1107/S1600536811041894,"[(12, 0.9552342165683037)]"
10.1107/S1600536811041985,"[(94, 0.7040022032543274), (27, 0.24668951761260643)]"
10.1107/S1600536811041262,"[(0, 0.9457634562112681)]"
10.1107/S2056989016001833,"[(3, 0.49243085370085443), (27, 0.4749743929393198)]"
10.1107/S0108270104015549,"[(0, 0.9704164306653378)]"
10.1107/S2056989016002498,"[(0, 0.9694919168384561)]"
10.1107/S1600536806026833,"[(122, 0.8265947146480113), (0, 0.13601613543401214)]"
10.1107/S1600536806026948,"[(78, 0.941699362806992)]"
10.1107/S1600536806027383,"[(142, 0.6446211310985683), (12, 0.24639462996996178)]"
10.1107/S1600536806027425,"[(11, 0.5906585705865931), (1, 0.3408569446905069)]"
10.1107/S2414314616000559,"[(50, 0.9529755681458786)]"
10.1107/S174430910504323X,"[(0, 0.9624516235367735)]"
10.1107/S1600536806028091,"[(17, 0.9180517724988275)]"
10.1107/S0021889879013017,"[(132, 0.9445912387874329)]"
10.1107/S1600536806025451,"[(23, 0.8904403271430061)]"
10.1107/S1600536806028352,"[(104, 0.9586483908651772)]"
10.1107/S1600536806027760,"[(7, 0.9454201914585312)]"
10.1107/S0108270110049851,"[(45, 0.6437759035555274), (112, 0.3150004932678289)]"
10.1107/S1600536806024238,"[(139, 0.857523118115278)]"
10.1107/S1600536806025347,"[(0, 0.4051716510415787), (3, 0.34838446992838923), (4, 0.1941246129382207)]"
10.1107/S1600536806025116,"[(3, 0.8769208458413507)]"
10.1107/S2053229614027673,"[(41, 0.9774540500521127)]"
10.1107/S0567739469000258,"[(44, 0.9291533702380083)]"
10.1107/S0567739469000349,"[(50, 0.962018728117825)]"
10.1107/S1600536808041226,"[(82, 0.9379872513057471)]"
10.1107/S0567739470000633,"[(58, 0.9414743186597491)]"
10.1107/S1600536808042670,"[(4, 0.8910158970499877)]"
10.1107/S1600536808041986,"[(50, 0.9691402165641481)]"
10.1107/S0907444906014855,"[(19, 0.9725341727996696)]"
10.1107/S0907444903012629,"[(102, 0.766424700152711), (3, 0.2071193692771328)]"
10.1107/S1600536808042803,"[(130, 0.5721886343354315), (0, 0.36285303245919226)]"
10.1107/S1744309113002388,"[(44, 0.9568759644927007)]"
10.1107/S1744309113002522,"[(46, 0.9568982915515011)]"
10.1107/S1600536808040117,"[(1, 0.9625157048606696)]"
10.1107/S1600536808040440,"[(23, 0.751115097812751), (1, 0.18484298732638468)]"
10.1107/S1600536808040646,"[(1, 0.9535908729904703)]"
10.1107/S160053680803910X,"[(3, 0.9179472372165812)]"
10.1107/S1600536808041585,"[(116, 0.9585955037234273)]"
10.1107/S056773946900012X,"[(88, 0.9800993489035038)]"
10.1107/S0907444902022527,"[(34, 0.944915911595453)]"
10.1107/S1600536814023897,"[(85, 0.5643240679538508), (133, 0.32534702313186464)]"
10.1107/S1600536814024295,"[(31, 0.9601801285130365)]"
10.1107/S1600536810053274,"[(11, 0.5435768574128613), (1, 0.2591207888938537), (4, 0.13465977807139884)]"
10.1107/S0108767398010514,"[(94, 0.952716374421203)]"
10.1107/S1600536803000783,"[(124, 0.4283232983522222), (7, 0.3218009808850087), (136, 0.2033832846345348)]"
10.1107/S0108767398014950,"[(46, 0.9724627973801259)]"
10.1107/S0108270113017368,"[(46, 0.9680213130865976)]"
10.1107/S0907444913010457,"[(114, 0.9744403908521241)]"
10.1107/S0108270113019057,"[(13, 0.9586621674156928)]"
10.1107/S1600536814024623,"[(22, 0.9505730923735677)]"
10.1107/S0907444994000491,"[(1, 0.9808903594666649)]"
10.1107/S0907444907008372,"[(92, 0.973048370907082)]"
10.1107/S160053681004955X,"[(69, 0.9011006991232234)]"
10.1107/S1600536810049603,"[(11, 0.9384880550674686)]"
10.1107/S1399004714009626,"[(88, 0.9689052326617241)]"
10.1107/S1600536810050841,"[(17, 0.9421541931631241)]"
10.1107/S1600536810053304,"[(1, 0.419738987353618), (0, 0.2763271493467918), (29, 0.26785626495460835)]"
10.1107/S1600536803022141,"[(80, 0.923408249493133)]"
10.1107/S0108270105013545,"[(145, 0.9706366460862713)]"
10.1107/S1600536803021603,"[(90, 0.8578029796280146)]"
10.1107/S1600536803020348,"[(19, 0.9011230220788072)]"
10.1107/S0108270105014745,"[(3, 0.9765563534904526)]"
10.1107/S1744309105040613,"[(13, 0.9568648703468099)]"
10.1107/S1600536803022372,"[(0, 0.9249032470735472)]"
10.1107/S0365110X49000758,"[(3, 0.8905963162887748)]"
10.1107/S0108270110013879,"[(87, 0.9783803939605672)]"
10.1107/S0108270111027491,"[(89, 0.5865594619014255), (0, 0.3729801576928804)]"
10.1107/S1600536808037914,"[(4, 0.9532925786567762)]"
10.1107/S0108270107038036,"[(35, 0.9447957401208554)]"
10.1107/S1600536805011694,"[(112, 0.5329905174216583), (18, 0.3969325176221846)]"
10.1107/S1600536805011992,"[(71, 0.8899864145935568)]"
10.1107/S1600536805012055,"[(106, 0.9503607233502303)]"
10.1107/S1600536808038695,"[(0, 0.9624516235367531)]"
10.1107/S1600536805012663,"[(56, 0.9549475577149974)]"
10.1107/S1600536808038610,"[(3, 0.9296690604713549)]"
10.1107/S1600536805010342,"[(4, 0.9509565606309275)]"
10.1107/S1600536808035162,"[(8, 0.9507653631937126)]"
10.1107/S160053680803609X,"[(116, 0.9585955037234273)]"
10.1107/S160053680803941X,"[(127, 0.5825868970853322), (0, 0.3526276477996058)]"
10.1107/S1600536805011086,"[(50, 0.6769281948685782), (0, 0.27717795479902035)]"
10.1107/S1600536808036581,"[(11, 0.5772038303646583), (17, 0.3260391861252797)]"
10.1107/S1600536808036271,"[(1, 0.5195046903403135), (54, 0.40650064802283364)]"
10.1107/S1600536808034065,"[(50, 0.9382803829758911)]"
10.1107/S1600536805011918,"[(3, 0.8593381209427109)]"
10.1107/S1600536808036301,"[(54, 0.9506330532960519)]"
10.1107/S2056989015012025,"[(4, 0.6137926695766575), (50, 0.20982252587843273), (73, 0.15228255693213297)]"
10.1107/S1600536808038257,"[(34, 0.9173738678234428)]"
10.1107/S0021889806050813,"[(109, 0.9715587646426614)]"
10.1107/S0021889807003445,"[(6, 0.9634012915036947)]"
10.1107/S2056989015010932,"[(87, 0.96570683179952)]"
10.1107/S0021889806054409,"[(37, 0.9379266155541908)]"
10.1107/S2056989015010026,"[(27, 0.9548541161133361)]"
10.1107/S2056989015010464,"[(40, 0.9632198000738016)]"
10.1107/S160053680300134X,"[(16, 0.4939142616606824), (0, 0.4257639531598156)]"
10.1107/S0907444906010456,"[(38, 0.9689470855720732)]"
10.1107/S2056989015010051,"[(24, 0.7440153277574769), (0, 0.22483328581308876)]"
10.1107/S1600536804001813,"[(18, 0.4703216543112759), (106, 0.43177140651951784)]"
10.1107/S0907444995006445,"[(47, 0.9504139652779904)]"
10.1107/S0021889889007417,"[(93, 0.8009457974815962)]"
10.1107/S2052252514014900,"[(2, 0.9809388688406614)]"
10.1107/S1600536813008933,"[(22, 0.9646950659811199)]"
10.1107/S2052252514016960,"[(78, 0.9646031845613879)]"
10.1107/S1600536813009860,"[(39, 0.9669542529775593)]"
10.1107/S1600536813010386,"[(4, 0.9661773845445619)]"
10.1107/S1600536813010441,"[(0, 0.9593225921648381)]"
10.1107/S1600536813007484,"[(76, 0.9448781101341945)]"
10.1107/S1600536803027983,"[(95, 0.941525367189062)]"
10.1107/S0907444993009667,"[(73, 0.9730886219629995)]"
10.1107/S0108270108003466,"[(19, 0.3309880223042397), (0, 0.24799490195522292), (71, 0.21333878570249035), (16, 0.1828694199048779)]"
10.1107/S1600536802001587,"[(4, 0.8910160168658113)]"
10.1107/S0108270103018869,"[(140, 0.9750722656551337)]"
10.1107/S160053680400786X,"[(12, 0.8905725293891874)]"
10.1107/S1600536804008682,"[(146, 0.9168325251110487)]"
10.1107/S0108270105040667,"[(81, 0.9415793236195126)]"
10.1107/S0108270103018961,"[(24, 0.9758674343593037)]"
10.1107/S0567739480001209,"[(96, 0.9737967022722176)]"
10.1107/S1600536804009225,"[(23, 0.5148575504172436), (50, 0.3966378927964477)]"
10.1107/S1600536804009882,"[(27, 0.9097082322266714)]"
10.1107/S090904951200235X,"[(80, 0.6398411245429168), (37, 0.29423444517371206)]"
10.1107/S0907444906030587,"[(10, 0.426499296803019), (66, 0.38416604664036036), (7, 0.1646048951562356)]"
10.1107/S0108768199014251,"[(97, 0.9668419483004932)]"
10.1107/S1600536804008876,"[(9, 0.9528317629531541)]"
10.1107/S1600536802001630,"[(72, 0.9337378458295661)]"
10.1107/S2053230X15011085,"[(44, 0.9708278583332991)]"
10.1107/S1600536803024760,"[(51, 0.9174792417718062)]"
10.1107/S1600536803024656,"[(110, 0.8756344384908684)]"
10.1107/S2053230X15011759,"[(104, 0.9586483908642885)]"
10.1107/S1600536801000484,"[(7, 0.957285351062175)]"
10.1107/S160053680100109X,"[(40, 0.9337956401328459)]"
10.1107/S1600536801001374,"[(68, 0.9097115968331874)]"
10.1107/S160053680302556X,"[(3, 0.9179472372164618)]"
10.1107/S1600536803025790,"[(0, 0.6206479194720966), (66, 0.30490424851176645)]"
10.1107/S1600536801001726,"[(32, 0.9097236975877787)]"
10.1107/S1600536803026151,"[(0, 0.6057818488352641), (18, 0.33004870804763203)]"
10.1107/S1600536803024826,"[(13, 0.5593553607651351), (7, 0.3710343156348718)]"
10.1107/S0108270196011778,"[(5, 0.945283314600772)]"
10.1107/S0021889809007171,"[(14, 0.9681020180822825)]"
10.1107/S1600536803026102,"[(19, 0.9239403393787977)]"
10.1107/S1600536803026758,"[(25, 0.5379638674408291), (0, 0.2694070575911185)]"
10.1107/S0021889808042131,"[(72, 0.6954036937241987), (89, 0.2872502772538844)]"
10.1107/S1600536803026928,"[(17, 0.5572883891765406), (11, 0.3459546273133974)]"
10.1107/S0108270196011717,"[(66, 0.9618629219936193)]"
10.1107/S0108270196011808,"[(116, 0.9006292089362253)]"
10.1107/S1600536803023997,"[(39, 0.9237386212291072)]"
10.1107/S0021889808042453,"[(29, 0.8446143354853854), (5, 0.11488281289329676)]"
10.1107/S2053229613032804,"[(110, 0.468481062793885), (0, 0.2980913819077259), (7, 0.1967499973730408)]"
10.1107/S205322961402172X,"[(111, 0.7526063125386216), (28, 0.22439980110665378)]"
10.1107/S0108767302005287,"[(0, 0.945763456219784)]"
10.1107/S2053229614022165,"[(89, 0.9502604329153612)]"
10.1107/S0567739480001817,"[(29, 0.5123154704279455), (59, 0.40308290845364075), (35, 0.06471336495494227)]"
10.1107/S0567739480001830,"[(58, 0.9378164638409544)]"
10.1107/S0021889894012628,"[(5, 0.614497511153335), (10, 0.3464880706363169)]"
10.1107/S056773948000191X,"[(2, 0.9724672549920668)]"
10.1107/S0108270100013846,"[(26, 0.4532594970779114), (132, 0.22495750643696202), (1, 0.20552704437285982), (41, 0.08720381124887497)]"
10.1107/S0567739480002008,"[(70, 0.923568771854254)]"
10.1107/S0567739480002033,"[(93, 0.9656803099106201)]"
10.1107/S0907444903016779,"[(120, 0.9768159463008699)]"
10.1107/S0108767390008030,"[(37, 0.9645295107916323)]"
10.1107/S0108270109021519,"[(84, 0.9585524180148138)]"
10.1107/S174430911004457X,"[(11, 0.9531337562418816)]"
10.1107/S0108270109024445,"[(76, 0.9007805982415493)]"
10.1107/S1744309105033737,"[(43, 0.975143003169563)]"
10.1107/S1600536804004805,"[(109, 0.9336368919682636)]"
10.1107/S1600536804005756,"[(116, 0.8895880099291392)]"
10.1107/S1600536804005161,"[(8, 0.709312778530989), (0, 0.237301081237365)]"
10.1107/S1600536804005574,"[(0, 0.7496633292581647), (17, 0.1543730203194329)]"
10.1107/S0108270198002121,"[(117, 0.9502151365504732)]"
10.1107/S0108270198001401,"[(56, 0.8898721490392542)]"
10.1107/S0108270198001826,"[(0, 0.5564216960658336), (1, 0.26213002267665847), (7, 0.1323279652774796)]"
10.1107/S1600536804007081,"[(111, 0.41258342253528113), (24, 0.29149105867283104), (88, 0.24918832780336236)]"
10.1107/S010827019800016X,"[(56, 0.9680274025516036)]"
10.1107/S0907444904026964,"[(123, 0.9678922960780022)]"
10.1107/S0021889874009502,"[(0, 0.5647945397087905), (49, 0.37810077991711255)]"
10.1107/S1600536805039061,"[(54, 0.9177217554017242)]"
10.1107/S1600536805039085,"[(25, 0.9342074942135743)]"
10.1107/S0108767308004601,"[(106, 0.9602885786806874)]"
10.1107/S1600536812008719,"[(77, 0.9476205353057523)]"
10.1107/S1600536812013232,"[(51, 0.9724930805769115)]"
10.1107/S1600536812008367,"[(1, 0.3741526500341647), (40, 0.3601010552682926), (17, 0.23295195740831628)]"
10.1107/S1600536812006368,"[(0, 0.6027657536642692), (7, 0.34084046184041117)]"
10.1107/S1600536812005326,"[(24, 0.9587735336971424)]"
10.1107/S1600536812009683,"[(34, 0.9338990942587542)]"
10.1107/S1600536812009002,"[(4, 0.9683594887660854)]"
10.1107/S1600536812012202,"[(3, 0.9296690604713553)]"
10.1107/S1600576716009936,"[(14, 0.9746451938602766)]"
10.1107/S1600536812009828,"[(6, 0.48393310252909594), (0, 0.4701419406832637)]"
10.1107/S1600536812008823,"[(29, 0.9383019936421544)]"
10.1107/S160053681201210X,"[(16, 0.9551096700960866)]"
10.1107/S1600576716008050,"[(79, 0.7701170304785169), (1, 0.17277948696410078)]"
10.1107/S1600536812008859,"[(12, 0.9718615075572202)]"
10.1107/S1600536805037116,"[(22, 0.890162427496818)]"
10.1107/S1600536805037098,"[(4, 0.891016016865811)]"
10.1107/S1600536812009968,"[(4, 0.9554156432632859)]"
10.1107/S1600536805037165,"[(4, 0.929938841381161)]"
10.1107/S1600536812010045,"[(14, 0.8901291733945292)]"
10.1107/S1600536812011592,"[(87, 0.537347723648345), (75, 0.4135884506936763)]"
10.1107/S1600536812012317,"[(30, 0.7836509679436597), (7, 0.16758540277622527)]"
10.1107/S1600536805038304,"[(117, 0.917025227584122)]"
10.1107/S1600536805038596,"[(4, 0.9245495501378694)]"
10.1107/S174430911302099X,"[(51, 0.9690547156644276)]"
10.1107/S1600536805038912,"[(124, 0.8576432041717479)]"
10.1107/S0108270107044563,"[(0, 0.454220832286907), (4, 0.26014667887883336), (23, 0.24276200283587634)]"
10.1107/S0108270107044812,"[(11, 0.5839831839053977), (7, 0.35560258688853896)]"
10.1107/S1600536805034732,"[(12, 0.39496784459319156), (37, 0.3239141158471306), (19, 0.21206156009228314)]"
10.1107/S0108270113014765,"[(46, 0.9586941960701885)]"
10.1107/S1600536805036275,"[(59, 0.7888616652145904), (0, 0.17072426976575328)]"
10.1107/S0907444913012687,"[(26, 0.9731148788713916)]"
10.1107/S010827011301559X,"[(126, 0.9525208622163297)]"
10.1107/S0108270113016168,"[(40, 0.9503467300996343)]"
10.1107/S0108270113015229,"[(12, 0.9733821087356263)]"
10.1107/S1600536805035075,"[(4, 0.9386965094870161)]"
10.1107/S1600536805035300,"[(4, 0.8773930189740382)]"
10.1107/S1600536805035531,"[(25, 0.9013112413203616)]"
10.1107/S0909049508040430,"[(37, 0.9825759000379956)]"
10.1107/S1600536805035506,"[(61, 0.6076550271153477), (49, 0.2935917284491376)]"
10.1107/S0021889802003035,"[(1, 0.9025408332799879)]"
10.1107/S0909049509000211,"[(20, 0.9752396141238165)]"
10.1107/S1600536805036603,"[(41, 0.3379190049581378), (3, 0.29563691914352047), (0, 0.17043933932244243), (85, 0.1672767285196925)]"
10.1107/S1600536811026882,"[(4, 0.957354093556187)]"
10.1107/S0108270195010079,"[(105, 0.9502367083830998)]"
10.1107/S0909049597011758,"[(112, 0.4934175686371982), (126, 0.4357363508056173)]"
10.1107/S0021889881009230,"[(64, 0.9632649678470329)]"
10.1107/S2053230X14019943,"[(17, 0.9726839245505524)]"
10.1107/S2053230X14020305,"[(106, 0.9632301654452077)]"
10.1107/S0108270195010183,"[(104, 0.3845159364925788), (31, 0.3755861898437534), (42, 0.2049065506822549)]"
10.1107/S0108270195011231,"[(83, 0.9525805025572085)]"
10.1107/S0108767308027554,"[(68, 0.9679621795214538)]"
10.1107/S1600536811029333,"[(82, 0.9657860999611865)]"
10.1107/S0108767308024100,"[(142, 0.9475783729007413)]"
10.1107/S0567739470001183,"[(102, 0.9235202863311724)]"
10.1107/S1744309108039894,"[(82, 0.9632517370124076)]"
10.1107/S0567739473000690,"[(67, 0.9668164111548313)]"
10.1107/S0108270198099326,"[(28, 0.9173563459510364)]"
10.1107/S0108270198099314,"[(8, 0.974751468304469)]"
10.1107/S0567739473000756,"[(6, 0.967061162353326)]"
10.1107/S1600536807060291,"[(49, 0.790795720787753), (3, 0.17154447411114043)]"
10.1107/S1600536811025669,"[(3, 0.36841224011395773), (93, 0.2991699288560465), (82, 0.29641385819080923)]"
10.1107/S1600536811025839,"[(5, 0.9296499759152783)]"
10.1107/S1600536807061405,"[(25, 0.9383195258250305)]"
10.1107/S0108270198006763,"[(15, 0.9417896114005045)]"
10.1107/S0108270195007463,"[(65, 0.4156953387328264), (22, 0.4115608818088563), (51, 0.11854129825951494)]"
